Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1185732,09/08/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,52,"1,976",810.00,41%,Online
Sports Direct,1185732,09/08/2021,Midwest,North Dakota,Fargo,Men's Apparel,46,44,"2,024",931.00,46%,Online
Sports Direct,1185732,09/08/2021,Midwest,North Dakota,Fargo,Women's Apparel,54,95,"5,130",2719.00,53%,Online
Sports Direct,1185732,10/09/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,36,133,"4,788",2394.00,50%,Online
Sports Direct,1185732,10/09/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34,72,"2,448",1053.00,43%,Online
Sports Direct,1185732,10/09/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,27,51,"1,377",606.00,44%,Online
Sports Direct,1185732,10/09/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,28,44,"1,232",505.00,41%,Online
Sports Direct,1185732,10/09/2021,Midwest,North Dakota,Fargo,Men's Apparel,36,42,"1,512",741.00,49%,Online
Sports Direct,1185732,10/09/2021,Midwest,North Dakota,Fargo,Women's Apparel,44,63,"2,772",1525.00,55%,Online
Sports Direct,1185732,09/10/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,49,116,"5,684",2671.00,47%,Online
Sports Direct,1185732,09/10/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36,73,"2,628",1077.00,41%,Online
Sports Direct,1185732,09/10/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,39,39,"1,521",669.00,44%,Online
Sports Direct,1185732,09/10/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,38,33,"1,254",502.00,40%,Online
Sports Direct,1185732,09/10/2021,Midwest,North Dakota,Fargo,Men's Apparel,45,34,"1,530",719.00,47%,Online
Foot Locker,1185732,09/10/2021,Midwest,North Dakota,Fargo,Women's Apparel,53,73,"3,869",2051.00,53%,Online
Foot Locker,1185732,09/11/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,49,120,"5,880",2940.00,50%,Online
Foot Locker,1185732,09/11/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,36,73,"2,628",1183.00,45%,Online
Foot Locker,1185732,09/11/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,39,53,"2,067",909.00,44%,Online
Foot Locker,1185732,09/11/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,39,47,"1,833",788.00,43%,Online
Foot Locker,1185732,09/11/2021,Midwest,North Dakota,Fargo,Men's Apparel,55,44,"2,420",1089.00,45%,Online
Foot Locker,1185732,09/11/2021,Midwest,North Dakota,Fargo,Women's Apparel,60,65,"3,900",1989.00,51%,Online
Foot Locker,1185732,08/12/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,55,150,"8,250",3795.00,46%,Online
Foot Locker,1185732,08/12/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,46,75,"3,450",1553.00,45%,Online
Foot Locker,1185732,08/12/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,48,73,"3,504",1577.00,45%,Online
Foot Locker,1185732,08/12/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,47,54,"2,538",1041.00,41%,Online
Foot Locker,1185732,08/12/2021,Midwest,North Dakota,Fargo,Men's Apparel,58,54,"3,132",1409.00,45%,Online
Foot Locker,1185732,08/12/2021,Midwest,North Dakota,Fargo,Women's Apparel,63,78,"4,914",2604.00,53%,Online
Foot Locker,1185732,06/01/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,27,113,"3,051",1373.00,45%,Online
Foot Locker,1185732,06/01/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,29,70,"2,030",934.00,46%,Online
Foot Locker,1185732,06/01/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19,68,"1,292",581.00,45%,Online
Foot Locker,1185732,06/01/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,24,26,624,281.00,45%,Online
Foot Locker,1185732,06/01/2021,Midwest,North Dakota,Fargo,Men's Apparel,38,42,"1,596",1005.00,63%,Online
Foot Locker,1185732,06/01/2021,Midwest,North Dakota,Fargo,Women's Apparel,28,75,"2,100",1092.00,52%,Online
Foot Locker,1185732,06/02/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,28,145,"4,060",1786.00,44%,Online
Foot Locker,1185732,06/02/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,28,45,"1,260",580.00,46%,Online
Foot Locker,1185732,06/02/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,19,56,"1,064",436.00,41%,Online
Foot Locker,1185732,06/02/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,23,575,253.00,44%,Online
Foot Locker,1185732,06/02/2021,Midwest,Iowa,Des Moines,Men's Apparel,38,38,"1,444",939.00,65%,Online
Foot Locker,1185732,06/02/2021,Midwest,Iowa,Des Moines,Women's Apparel,14,68,952,514.00,54%,Online
Foot Locker,1185732,05/03/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,19,136,"2,584",1034.00,40%,Online
Foot Locker,1185732,05/03/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,19,47,893,402.00,45%,Online
Foot Locker,1185732,05/03/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,9,65,585,234.00,40%,Online
Foot Locker,1185732,05/03/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,14,28,392,165.00,42%,Online
Foot Locker,1185732,05/03/2021,Midwest,Iowa,Des Moines,Men's Apparel,28,39,"1,092",699.00,64%,Online
Foot Locker,1185732,05/03/2021,Midwest,Iowa,Des Moines,Women's Apparel,20,68,"1,360",721.00,53%,Online
Foot Locker,1185732,06/04/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,20,124,"2,480",1116.00,45%,Online
Foot Locker,1185732,06/04/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,18,49,882,432.00,49%,Online
Foot Locker,1185732,06/04/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,10,53,530,233.00,44%,Online
Foot Locker,1185732,06/04/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,28,420,189.00,45%,Online
Foot Locker,1185732,06/04/2021,Midwest,Iowa,Des Moines,Men's Apparel,55,34,"1,870",1141.00,61%,Online
Foot Locker,1185732,06/04/2021,Midwest,Iowa,Des Moines,Women's Apparel,46,63,"2,898",1507.00,52%,Online
Foot Locker,1185732,07/05/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,57,146,"8,322",3495.00,42%,Online
Foot Locker,1185732,07/05/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,37,63,"2,331",1072.00,46%,Online
Foot Locker,1185732,07/05/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,33,54,"1,782",731.00,41%,Online
Foot Locker,1185732,07/05/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,33,34,"1,122",494.00,44%,Online
Foot Locker,1185732,07/05/2021,Midwest,Iowa,Des Moines,Men's Apparel,43,42,"1,806",1174.00,65%,Online
Foot Locker,1185732,07/05/2021,Midwest,Iowa,Des Moines,Women's Apparel,46,69,"3,174",1650.00,52%,Online
Foot Locker,1185732,06/06/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,32,137,"4,384",1841.00,42%,Online
Foot Locker,1185732,06/06/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,28,77,"2,156",1035.00,48%,Online
Foot Locker,1185732,06/06/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,23,50,"1,150",518.00,45%,Online
Foot Locker,1185732,06/06/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,24,44,"1,056",465.00,44%,Online
Foot Locker,1185732,06/06/2021,Midwest,Iowa,Des Moines,Men's Apparel,34,44,"1,496",957.00,64%,Online
Foot Locker,1185732,06/06/2021,Midwest,Iowa,Des Moines,Women's Apparel,51,85,"4,335",2298.00,53%,Online
Foot Locker,1185732,05/07/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,49,138,"6,762",2975.00,44%,Online
Foot Locker,1185732,05/07/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,44,87,"3,828",1876.00,49%,Online
Foot Locker,1185732,05/07/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,36,68,"2,448",1077.00,44%,Online
Foot Locker,1185732,05/07/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37,47,"1,739",713.00,41%,Online
Foot Locker,1185732,05/07/2021,Midwest,Iowa,Des Moines,Men's Apparel,46,60,"2,760",1656.00,60%,Online
Foot Locker,1185732,05/07/2021,Midwest,Iowa,Des Moines,Women's Apparel,51,94,"4,794",2397.00,50%,Online
Foot Locker,1185732,06/08/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,49,131,"6,419",2696.00,42%,Online
Foot Locker,1185732,06/08/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,42,78,"3,276",1507.00,46%,Online
Foot Locker,1185732,06/08/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,39,61,"2,379",1023.00,43%,Online
Foot Locker,1185732,06/08/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,37,54,"1,998",819.00,41%,Online
Foot Locker,1185732,06/08/2021,Midwest,Iowa,Des Moines,Men's Apparel,48,51,"2,448",1469.00,60%,Online
Foot Locker,1185732,06/08/2021,Midwest,Iowa,Des Moines,Women's Apparel,53,98,"5,194",2857.00,55%,Online
Foot Locker,1185732,07/09/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,34,133,"4,522",1809.00,40%,Online
Foot Locker,1185732,07/09/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,27,77,"2,079",977.00,47%,Online
Foot Locker,1185732,07/09/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,24,49,"1,176",470.00,40%,Online
Foot Locker,1185732,07/09/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,23,38,874,393.00,45%,Online
Foot Locker,1185732,07/09/2021,Midwest,Iowa,Des Moines,Men's Apparel,34,45,"1,530",933.00,61%,Online
Foot Locker,1185732,07/09/2021,Midwest,Iowa,Des Moines,Women's Apparel,36,61,"2,196",1098.00,50%,Online
Foot Locker,1185732,06/10/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,43,112,"4,816",1975.00,41%,Online
Foot Locker,1185732,06/10/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32,75,"2,400",1104.00,46%,Online
Foot Locker,1185732,06/10/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,34,39,"1,326",544.00,41%,Online
Foot Locker,1185732,06/10/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,34,31,"1,054",443.00,42%,Online
Foot Locker,1185732,06/10/2021,Midwest,Iowa,Des Moines,Men's Apparel,42,38,"1,596",1021.00,64%,Online
West Gear,1185732,06/10/2021,Midwest,Iowa,Des Moines,Women's Apparel,49,73,"3,577",1896.00,53%,Online
West Gear,1185732,06/11/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,41,112,"4,592",2020.00,44%,Online
West Gear,1185732,06/11/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,32,72,"2,304",1129.00,49%,Online
West Gear,1185732,06/11/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,32,57,"1,824",803.00,44%,Online
West Gear,1185732,06/11/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,34,52,"1,768",725.00,41%,Online
West Gear,1185732,06/11/2021,Midwest,Iowa,Des Moines,Men's Apparel,55,49,"2,695",1617.00,60%,Online
West Gear,1185732,06/11/2021,Midwest,Iowa,Des Moines,Women's Apparel,59,72,"4,248",2209.00,52%,Online
West Gear,1185732,05/12/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,54,147,"7,938",3334.00,42%,Online
West Gear,1185732,05/12/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,47,91,"4,277",2010.00,47%,Online
West Gear,1185732,05/12/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,47,83,"3,901",1638.00,42%,Online
West Gear,1185732,05/12/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,49,61,"2,989",1285.00,43%,Online
West Gear,1185732,05/12/2021,Midwest,Iowa,Des Moines,Men's Apparel,59,59,"3,481",2123.00,61%,Online
West Gear,1185732,05/12/2021,Midwest,Iowa,Des Moines,Women's Apparel,59,88,"5,192",2856.00,55%,Online
West Gear,1185732,03/01/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,28,126,"3,528",1588.00,45%,Online
West Gear,1185732,03/01/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29,70,"2,030",934.00,46%,Online
West Gear,1185732,03/01/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,18,65,"1,170",480.00,41%,Online
West Gear,1185732,03/01/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,23,29,667,300.00,45%,Online
West Gear,1185732,03/01/2021,Midwest,Iowa,Des Moines,Men's Apparel,38,45,"1,710",1060.00,62%,Online
West Gear,1185732,03/01/2021,Midwest,Iowa,Des Moines,Women's Apparel,28,73,"2,044",1124.00,55%,Online
West Gear,1185732,03/02/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,29,140,"4,060",1665.00,41%,Online
West Gear,1185732,03/02/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,29,39,"1,131",554.00,49%,Online
West Gear,1185732,03/02/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,20,60,"1,200",516.00,43%,Online
West Gear,1185732,03/02/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,23,20,460,198.00,43%,Online
West Gear,1185732,03/02/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,38,38,"1,444",881.00,61%,Online
West Gear,1185732,03/02/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,14,65,910,464.00,51%,Online
West Gear,1185732,02/03/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,19,141,"2,679",1098.00,41%,Online
West Gear,1185732,02/03/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,19,44,836,418.00,50%,Online
West Gear,1185732,02/03/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,9,59,531,234.00,44%,Online
West Gear,1185732,02/03/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,14,20,280,115.00,41%,Online
West Gear,1185732,02/03/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,29,34,986,601.00,61%,Online
West Gear,1185732,02/03/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,18,63,"1,134",612.00,54%,Online
West Gear,1185732,03/04/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,18,122,"2,196",900.00,41%,Online
West Gear,1185732,03/04/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20,39,780,359.00,46%,Online
West Gear,1185732,03/04/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,9,41,369,159.00,43%,Online
West Gear,1185732,03/04/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15,22,330,135.00,41%,Online
West Gear,1185732,03/04/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,55,26,"1,430",887.00,62%,Online
West Gear,1185732,03/04/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,49,61,"2,989",1644.00,55%,Online
West Gear,1185732,04/05/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,58,134,"7,772",3187.00,41%,Online
West Gear,1185732,04/05/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,39,50,"1,950",956.00,49%,Online
West Gear,1185732,04/05/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33,49,"1,617",728.00,45%,Online
West Gear,1185732,04/05/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,32,38,"1,216",535.00,44%,Online
West Gear,1185732,04/05/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,44,53,"2,332",1423.00,61%,Online
West Gear,1185732,04/05/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,47,90,"4,230",2157.00,51%,Online
West Gear,1185732,03/06/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32,160,"5,120",2253.00,44%,Online
West Gear,1185732,03/06/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,27,90,"2,430",1191.00,49%,Online
West Gear,1185732,03/06/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24,52,"1,248",549.00,44%,Online
West Gear,1185732,03/06/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,24,47,"1,128",462.00,41%,Online
West Gear,1185732,03/06/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,34,46,"1,564",938.00,60%,Online
West Gear,1185732,03/06/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,51,98,"4,998",2749.00,55%,Online
West Gear,1185732,02/07/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,45,149,"6,705",2816.00,42%,Online
West Gear,1185732,02/07/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,42,87,"3,654",1790.00,49%,Online
West Gear,1185732,02/07/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,38,61,"2,318",997.00,43%,Online
West Gear,1185732,02/07/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,38,51,"1,938",814.00,42%,Online
West Gear,1185732,02/07/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,48,50,"2,400",1488.00,62%,Online
West Gear,1185732,02/07/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,52,94,"4,888",2640.00,54%,Online
West Gear,1185732,03/08/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,46,158,"7,268",3053.00,42%,Online
West Gear,1185732,03/08/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,43,84,"3,612",1698.00,47%,Online
West Gear,1185732,03/08/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,39,56,"2,184",874.00,40%,Online
West Gear,1185732,03/08/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,39,50,"1,950",878.00,45%,Online
West Gear,1185732,03/08/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,48,46,"2,208",1435.00,65%,Online
West Gear,1185732,03/08/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,52,102,"5,304",2705.00,51%,Online
West Gear,1185732,04/09/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,33,143,"4,719",1935.00,41%,Online
West Gear,1185732,04/09/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,29,65,"1,885",848.00,45%,Online
West Gear,1185732,04/09/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24,44,"1,056",475.00,45%,Online
West Gear,1185732,04/09/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,23,34,782,352.00,45%,Online
West Gear,1185732,04/09/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,33,33,"1,089",708.00,65%,Online
West Gear,1185732,04/09/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,38,52,"1,976",988.00,50%,Online
West Gear,1185732,03/10/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,43,113,"4,859",2041.00,42%,Online
West Gear,1185732,03/10/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,33,68,"2,244",1077.00,48%,Online
West Gear,1185732,03/10/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,34,33,"1,122",482.00,43%,Online
West Gear,1185732,03/10/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,32,33,"1,056",433.00,41%,Online
West Gear,1185732,03/10/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,44,33,"1,452",915.00,63%,Online
West Gear,1185732,03/10/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,46,65,"2,990",1525.00,51%,Online
West Gear,1185732,03/11/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,41,104,"4,264",1834.00,43%,Online
West Gear,1185732,03/11/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32,78,"2,496",1173.00,47%,Online
West Gear,1185732,03/11/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33,69,"2,277",956.00,42%,Online
West Gear,1185732,03/11/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,33,65,"2,145",965.00,45%,Online
West Gear,1185732,03/11/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,58,56,"3,248",2014.00,62%,Online
West Gear,1185732,03/11/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,61,75,"4,575",2333.00,51%,Online
West Gear,1185732,02/12/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,58,138,"8,004",3282.00,41%,Online
West Gear,1185732,02/12/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,49,102,"4,998",2349.00,47%,Online
West Gear,1185732,02/12/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,45,87,"3,915",1723.00,44%,Online
West Gear,1185732,02/12/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,48,73,"3,504",1577.00,45%,Online
West Gear,1185732,02/12/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,57,73,"4,161",2497.00,60%,Online
West Gear,1185732,02/12/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,59,88,"5,192",2700.00,52%,Online
West Gear,1185732,10/01/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32,140,"4,480",2330.00,52%,Online
West Gear,1185732,10/01/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,32,78,"2,496",1273.00,51%,Online
West Gear,1185732,10/01/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24,87,"2,088",940.00,45%,Online
West Gear,1185732,10/01/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,28,44,"1,232",591.00,48%,Online
West Gear,1185732,10/01/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,41,58,"2,378",1046.00,44%,Online
West Gear,1185732,10/01/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,32,84,"2,688",1344.00,50%,Online
West Gear,1185732,10/02/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,34,160,"5,440",2992.00,55%,Online
West Gear,1185732,10/02/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,34,52,"1,768",902.00,51%,Online
West Gear,1185732,10/02/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24,73,"1,752",876.00,50%,Online
West Gear,1185732,10/02/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29,36,"1,044",491.00,47%,Online
West Gear,1185732,10/02/2021,Midwest,Indiana,Indianapolis,Men's Apparel,41,58,"2,378",1046.00,44%,Online
West Gear,1185732,10/02/2021,Midwest,Indiana,Indianapolis,Women's Apparel,19,75,"1,425",727.00,51%,Online
West Gear,1185732,09/03/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,23,151,"3,473",1771.00,51%,Online
West Gear,1185732,09/03/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23,61,"1,403",772.00,55%,Online
West Gear,1185732,09/03/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,14,72,"1,008",504.00,50%,Online
West Gear,1185732,09/03/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19,31,589,265.00,45%,Online
West Gear,1185732,09/03/2021,Midwest,Indiana,Indianapolis,Men's Apparel,32,44,"1,408",605.00,43%,Online
West Gear,1185732,09/03/2021,Midwest,Indiana,Indianapolis,Women's Apparel,24,74,"1,776",924.00,52%,Online
West Gear,1185732,10/04/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,23,125,"2,875",1581.00,55%,Online
West Gear,1185732,10/04/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,23,54,"1,242",646.00,52%,Online
West Gear,1185732,10/04/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,14,52,728,364.00,50%,Online
West Gear,1185732,10/04/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,19,36,684,328.00,48%,Online
West Gear,1185732,10/04/2021,Midwest,Indiana,Indianapolis,Men's Apparel,61,45,"2,745",1208.00,44%,Online
West Gear,1185732,10/04/2021,Midwest,Indiana,Indianapolis,Women's Apparel,47,72,"3,384",1861.00,55%,Online
West Gear,1185732,11/05/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,54,164,"8,856",4428.00,50%,Online
West Gear,1185732,11/05/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,37,73,"2,701",1486.00,55%,Online
West Gear,1185732,11/05/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,34,56,"1,904",895.00,47%,Online
West Gear,1185732,11/05/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,34,49,"1,666",816.00,49%,Online
West Gear,1185732,11/05/2021,Midwest,Indiana,Indianapolis,Men's Apparel,44,58,"2,552",1148.00,45%,Online
West Gear,1185732,11/05/2021,Midwest,Indiana,Indianapolis,Women's Apparel,53,91,"4,823",2508.00,52%,Online
West Gear,1185732,10/06/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,36,155,"5,580",3069.00,55%,Online
West Gear,1185732,10/06/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32,94,"3,008",1594.00,53%,Online
West Gear,1185732,10/06/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,27,50,"1,350",608.00,45%,Online
West Gear,1185732,10/06/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29,46,"1,334",627.00,47%,Online
West Gear,1185732,10/06/2021,Midwest,Indiana,Indianapolis,Men's Apparel,36,53,"1,908",859.00,45%,Online
West Gear,1185732,10/06/2021,Midwest,Indiana,Indianapolis,Women's Apparel,56,91,"5,096",2599.00,51%,Online
West Gear,1185732,09/07/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,51,149,"7,599",4027.00,53%,Online
West Gear,1185732,09/07/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,49,84,"4,116",2058.00,50%,Online
West Gear,1185732,09/07/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,42,68,"2,856",1285.00,45%,Online
West Gear,1185732,09/07/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,42,49,"2,058",967.00,47%,Online
West Gear,1185732,09/07/2021,Midwest,Indiana,Indianapolis,Men's Apparel,51,50,"2,550",1071.00,42%,Online
West Gear,1185732,09/07/2021,Midwest,Indiana,Indianapolis,Women's Apparel,54,101,"5,454",2782.00,51%,Online
West Gear,1185732,10/08/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,47,152,"7,144",3929.00,55%,Online
West Gear,1185732,10/08/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,41,87,"3,567",1926.00,54%,Online
West Gear,1185732,10/08/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,37,56,"2,072",974.00,47%,Online
West Gear,1185732,10/08/2021,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,38,60,"2,280",1072.00,47%,Online
West Gear,1185732,10/08/2021,Midwest,Indiana,Indianapolis,Men's Apparel,47,53,"2,491",1121.00,45%,Online
West Gear,1185732,10/08/2021,Midwest,Indiana,Indianapolis,Women's Apparel,54,91,"4,914",2604.00,53%,Online
West Gear,1185732,11/09/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,33,133,"4,389",2370.00,54%,Online
